Artikelnummer,Beschreibung,Farbe,Farbbezeichnung,Grösse,Barcode,EK,UVP,Statistische Warennummer,Gewicht,Bemerkung Lieferbarkeit,Qualität,Zertifizierung
584491-034E-M,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - atlantik melange - M",034E,atlantik melange,M,4046304232361,92.4,221.75,61033100,0.687,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-034E-S,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - atlantik melange - S",034E,atlantik melange,S,4046304232354,89.4,214.55,61033100,0.651,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-034E-XL,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - atlantik melange - XL",034E,atlantik melange,XL,4046304232385,99.9,239.75,61033100,0.776,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-034E-XXL,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - atlantik melange - XXL",034E,atlantik melange,XXL,4046304232392,104.4,250.55,61033100,0.818,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-98-L,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - schiefer - L",98,schiefer,L,4046304207017,95.4,228.95,61033100,0.722,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-98-M,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - schiefer - M",98,schiefer,M,4046304207000,92.4,221.75,61033100,0.687,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-98-S,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - schiefer - S",98,schiefer,S,4046304206997,89.4,214.55,61033100,0.651,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-98-XL,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - schiefer - XL",98,schiefer,XL,4046304207024,99.9,239.75,61033100,0.776,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
584491-98-XXL,"Erwachsenen-Jacke, mit 2-Wege RV, mit Kordeldurchzug, IVN BEST - schiefer - XXL",98,schiefer,XXL,4046304207031,104.4,250.55,61033100,0.818,lieferbar ab Lager,100% Schurwolle (kbT) Fleece,IVN BEST
595521-032E-110116,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 110/116",032E,jade melange,110116,4046304256053,50.4,120.95,61033100,0.44,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-032E-7480,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 74/80",032E,jade melange,7480,4046304256022,39.75,95.4,61119019,0.31,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-032E-8692,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 86/92",032E,jade melange,8692,4046304256039,42.1,101.05,61119019,0.347,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-032E-98104,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 98/104",032E,jade melange,98104,4046304256046,46.25,111,61033100,0.391,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-072E-110116,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 110/116",072E,magma melange,110116,4046304256091,50.4,120.95,61033100,0.44,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-072E-7480,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 74/80",072E,magma melange,7480,4046304256060,39.75,95.4,61119019,0.31,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-072E-8692,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 86/92",072E,magma melange,8692,4046304256077,42.1,101.05,61119019,0.347,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-072E-98104,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 98/104",072E,magma melange,98104,4046304256084,46.25,111,61033100,0.391,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-096E-110116,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 110/116",096E,lavagrau melange,110116,4046304256138,50.4,120.95,61033100,0.44,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-096E-7480,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 74/80",096E,lavagrau melange,7480,4046304256107,39.75,95.4,61119019,0.31,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-096E-8692,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 86/92",096E,lavagrau melange,8692,4046304256114,42.1,101.05,61119019,0.347,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595521-096E-98104,"Baby-Jacke, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 98/104",096E,lavagrau melange,98104,4046304256121,46.25,111,61033100,0.391,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-032E-110116,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 110/116",032E,jade melange,110116,4046304256183,68.4,164.15,61031010,0.609,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-032E-7480,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 74/80",032E,jade melange,7480,4046304256152,49.95,119.9,61119019,0.414,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-032E-8692,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 86/92",032E,jade melange,8692,4046304256169,56.1,134.65,61119019,0.471,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-032E-98104,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - jade melange - 98/104",032E,jade melange,98104,4046304256176,62.25,149.4,61031010,0.54,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-072E-110116,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 110/116",072E,magma melange,110116,4046304256220,68.4,164.15,61031010,0.609,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-072E-7480,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 74/80",072E,magma melange,7480,4046304256190,49.95,119.9,61119019,0.414,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-072E-8692,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 86/92",072E,magma melange,8692,4046304256206,56.1,134.65,61119019,0.471,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-072E-98104,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - magma melange - 98/104",072E,magma melange,98104,4046304256213,62.25,149.4,61031010,0.54,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-096E-110116,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 110/116",096E,lavagrau melange,110116,4046304256268,68.4,164.15,61031010,0.609,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-096E-7480,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 74/80",096E,lavagrau melange,7480,4046304256237,49.95,119.9,61119019,0.414,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-096E-8692,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 86/92",096E,lavagrau melange,8692,4046304256244,56.1,134.65,61119019,0.471,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
595723-096E-98104,"Baby-Overall, mit Kapuze und Reißverschluß, IVN BEST - lavagrau melange - 98/104",096E,lavagrau melange,98104,4046304256251,62.25,149.4,61031010,0.54,lieferbar ab Lager,100% Schurwolle (kbT) Walk,IVN BEST
700350-01-44,"Baby-Hose, lang, GOTS - natur - 44",1,natur,44,4046304233771,6.65,15.95,61119019,0.053,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700350-01-50,"Baby-Hose, lang, GOTS - natur - 50",1,natur,50,4046304233788,6.95,16.7,61119019,0.059,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700550-01-2632,"Baby-Häubchen, GOTS - natur - 26/32",1,natur,2632,4046304006962,4.15,9.95,65050090,0.03,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700550-01-3844,"Baby-Häubchen, GOTS - natur - 38/44",1,natur,3844,4046304006979,4.3,10.3,65050090,0.032,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700550-30E-2632,"Baby-Häubchen, GOTS - gletscher - 26/32",30E,gletscher,2632,4046304207055,4.3,10.3,65050090,0.03,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700550-30E-3844,"Baby-Häubchen, GOTS - gletscher - 38/44",30E,gletscher,3844,4046304207062,4.45,10.7,65050090,0.032,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700550-50E-2632,"Baby-Häubchen, GOTS - lachs - 26/32",50E,lachs,2632,4046304207079,4.3,10.3,65050090,0.03,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700550-50E-3844,"Baby-Häubchen, GOTS - lachs - 38/44",50E,lachs,3844,4046304207086,4.45,10.7,65050090,0.032,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700710-01-3844,"Baby-Flügelhemd, langarm, GOTS - natur - 38/44",1,natur,3844,4046304222171,6.9,16.55,61119019,0.047,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700960-01-38,"Wickelbody, langarm, mit Druckknöpfen an der Seite, GOTS - natur - 38",1,natur,38,4046304222164,10.4,24.95,61119019,0.056,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700960-01-44,"Wickelbody, langarm, mit Druckknöpfen an der Seite, GOTS - natur - 44",1,natur,44,4046304006993,10.9,26.15,61119019,0.062,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
700960-01-50,"Wickelbody, langarm, mit Druckknöpfen an der Seite, GOTS - natur - 50",1,natur,50,4046304007006,11.4,27.35,61119019,0.066,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701000-091-1,"Bodyverlängerung (3er-Pack), GOTS - hellgrau melange - 1",91,hellgrau melange,1,4046304242254,7.7,18.5,61179000,0.034,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-091-3436,"Damen-Bikinislip, GOTS - hellgrau melange - 34/36",91,hellgrau melange,3436,4046304190708,7.95,19.1,61082900,0.068,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-091-3840,"Damen-Bikinislip, GOTS - hellgrau melange - 38/40",91,hellgrau melange,3840,4046304190715,8.45,20.3,61082900,0.072,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-091-4244,"Damen-Bikinislip, GOTS - hellgrau melange - 42/44",91,hellgrau melange,4244,4046304190722,8.95,21.5,61082900,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-091-4648,"Damen-Bikinislip, GOTS - hellgrau melange - 46/48",91,hellgrau melange,4648,4046304190739,9.45,22.7,61082900,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-33-3436,"Damen-Bikinislip, GOTS - marine - 34/36",33,marine,3436,4046304245613,7.95,19.1,61082900,0.068,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-33-3840,"Damen-Bikinislip, GOTS - marine - 38/40",33,marine,3840,4046304245620,8.45,20.3,61082900,0.072,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-33-4244,"Damen-Bikinislip, GOTS - marine - 42/44",33,marine,4244,4046304245637,8.95,21.5,61082900,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701310-33-4648,"Damen-Bikinislip, GOTS - marine - 46/48",33,marine,4648,4046304245644,9.45,22.7,61082900,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701320-01-3840,"Damen-Schlüpfer, mit Bein, GOTS - natur - 38/40",1,natur,3840,4046304007129,10.85,26.05,61082900,0.101,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701320-01-4244,"Damen-Schlüpfer, mit Bein, GOTS - natur - 42/44",1,natur,4244,4046304007136,11.65,27.95,61082900,0.114,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701320-01-4648,"Damen-Schlüpfer, mit Bein, GOTS - natur - 46/48",1,natur,4648,4046304007143,12.45,29.9,61082900,0.125,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701320-09-3840,"Damen-Schlüpfer, mit Bein, GOTS - schwarz - 38/40",9,schwarz,3840,4046304017265,11.75,28.2,61082900,0.105,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701320-09-4244,"Damen-Schlüpfer, mit Bein, GOTS - schwarz - 42/44",9,schwarz,4244,4046304017258,12.65,30.35,61082900,0.109,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701320-09-4648,"Damen-Schlüpfer, mit Bein, GOTS - schwarz - 46/48",9,schwarz,4648,4046304017227,13.55,32.5,61082900,0.132,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701330-09-3436,"Damen-Pants, mit Spitzenabschluss am Bein - schwarz - 34/36",9,schwarz,3436,4046304067246,8.95,21.5,61082900,0.068,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701330-09-3840,"Damen-Pants, mit Spitzenabschluss am Bein - schwarz - 38/40",9,schwarz,3840,4046304067253,9.35,22.45,61082900,0.072,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701330-09-4244,"Damen-Pants, mit Spitzenabschluss am Bein - schwarz - 42/44",9,schwarz,4244,4046304067260,9.75,23.4,61082900,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701330-09-4648,"Damen-Pants, mit Spitzenabschluss am Bein - schwarz - 46/48",9,schwarz,4648,4046304067277,10.15,24.35,61082900,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-09-3436,Damen-Pants - schwarz - 34/36,9,schwarz,3436,4046304084823,9.45,22.7,61082900,0.069,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-09-3840,Damen-Pants - schwarz - 38/40,9,schwarz,3840,4046304084830,9.8,23.5,61082900,0.074,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-09-4244,Damen-Pants - schwarz - 42/44,9,schwarz,4244,4046304084847,10.15,24.35,61082900,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-09-4648,Damen-Pants - schwarz - 46/48,9,schwarz,4648,4046304084854,10.5,25.2,61082900,0.084,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-66E-3436,Damen-Pants - malve - 34/36,66E,malve,3436,4046304207178,9.45,22.7,61082900,0.069,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-66E-3840,Damen-Pants - malve - 38/40,66E,malve,3840,4046304207185,9.8,23.5,61082900,0.074,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-66E-4244,Damen-Pants - malve - 42/44,66E,malve,4244,4046304207192,10.15,24.35,61082900,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-66E-4648,Damen-Pants - malve - 46/48,66E,malve,4648,4046304207208,10.5,25.2,61082900,0.084,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-75-3436,Damen-Pants - walnuss - 34/36,75,walnuss,3436,4046304157244,9.45,22.7,61082900,0.07,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-75-3840,Damen-Pants - walnuss - 38/40,75,walnuss,3840,4046304157251,9.8,23.5,61082900,0.074,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-75-4244,Damen-Pants - walnuss - 42/44,75,walnuss,4244,4046304157268,10.15,24.35,61082900,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701340-75-4648,Damen-Pants - walnuss - 46/48,75,walnuss,4648,4046304157275,10.5,25.2,61082900,0.085,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701360-33-3436,"Damen-Panty, mit Spitze - marine - 34/36",33,marine,3436,4046304245682,13.45,32.3,61082100,0.055,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701360-33-3840,"Damen-Panty, mit Spitze - marine - 38/40",33,marine,3840,4046304245699,13.95,33.5,61082100,0.06,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701360-33-4244,"Damen-Panty, mit Spitze - marine - 42/44",33,marine,4244,4046304245705,14.45,34.7,61082100,0.063,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701360-33-4648,"Damen-Panty, mit Spitze - marine - 46/48",33,marine,4648,4046304245712,14.95,35.9,61082100,0.067,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701500-01-3436,"Damen-Leggings, GOTS - natur - 34/36",1,natur,3436,4046304175545,16.95,40.7,61082900,0.147,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-01-3840,"Damen-Leggings, GOTS - natur - 38/40",1,natur,3840,4046304175552,17.7,42.5,61082900,0.165,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-01-4244,"Damen-Leggings, GOTS - natur - 42/44",1,natur,4244,4046304175569,18.45,44.3,61082900,0.174,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-01-4648,"Damen-Leggings, GOTS - natur - 46/48",1,natur,4648,4046304175576,19.2,46.1,61082900,0.194,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-091-3436,"Damen-Leggings, GOTS - hellgrau melange - 34/36",91,hellgrau melange,3436,4046304190746,18.9,45.35,61082900,0.131,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-091-3840,"Damen-Leggings, GOTS - hellgrau melange - 38/40",91,hellgrau melange,3840,4046304190753,19.7,47.3,61082900,0.148,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-091-4244,"Damen-Leggings, GOTS - hellgrau melange - 42/44",91,hellgrau melange,4244,4046304190760,20.5,49.2,61082900,0.163,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-091-4648,"Damen-Leggings, GOTS - hellgrau melange - 46/48",91,hellgrau melange,4648,4046304190777,21.3,51.1,61082900,0.164,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-09-3436,"Damen-Leggings, GOTS - schwarz - 34/36",9,schwarz,3436,4046304049433,18.9,45.35,61082900,0.147,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-09-3840,"Damen-Leggings, GOTS - schwarz - 38/40",9,schwarz,3840,4046304049440,19.7,47.3,61082900,0.145,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-09-4244,"Damen-Leggings, GOTS - schwarz - 42/44",9,schwarz,4244,4046304049457,20.5,49.2,61082900,0.156,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-09-4648,"Damen-Leggings, GOTS - schwarz - 46/48",9,schwarz,4648,4046304049464,21.3,51.1,61082900,0.172,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-33-3436,"Damen-Leggings, GOTS - marine - 34/36",33,marine,3436,4046304241738,18.9,45.35,61082900,0.131,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-33-3840,"Damen-Leggings, GOTS - marine - 38/40",33,marine,3840,4046304241745,19.7,47.3,61082900,0.148,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-33-4244,"Damen-Leggings, GOTS - marine - 42/44",33,marine,4244,4046304241752,20.5,49.2,61082900,0.163,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-33-4648,"Damen-Leggings, GOTS - marine - 46/48",33,marine,4648,4046304241769,21.3,51.1,61082900,0.164,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-43E-3436,"Damen-Leggings, GOTS - olive - 34/36",43E,olive,3436,4046304260319,18.9,45.35,61082900,0.131,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-43E-3840,"Damen-Leggings, GOTS - olive - 38/40",43E,olive,3840,4046304260326,19.7,47.3,61082900,0.148,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-43E-4244,"Damen-Leggings, GOTS - olive - 42/44",43E,olive,4244,4046304260333,20.5,49.2,61082900,0.163,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-43E-4648,"Damen-Leggings, GOTS - olive - 46/48",43E,olive,4648,4046304260340,21.3,51.1,61082900,0.186,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-52E-3436,"Damen-Leggings, GOTS - kupfer - 34/36",52E,kupfer,3436,4046304260357,18.9,45.35,61082900,0.131,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-52E-3840,"Damen-Leggings, GOTS - kupfer - 38/40",52E,kupfer,3840,4046304260364,19.7,47.3,61082900,0.148,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-52E-4244,"Damen-Leggings, GOTS - kupfer - 42/44",52E,kupfer,4244,4046304260371,20.5,49.2,61082900,0.163,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-52E-4648,"Damen-Leggings, GOTS - kupfer - 46/48",52E,kupfer,4648,4046304260388,21.3,51.1,61082900,0.164,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-66E-3436,"Damen-Leggings, GOTS - malve - 34/36",66E,malve,3436,4046304207253,18.9,45.35,61082900,0.131,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-66E-3840,"Damen-Leggings, GOTS - malve - 38/40",66E,malve,3840,4046304207260,19.7,47.3,61082900,0.148,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-66E-4244,"Damen-Leggings, GOTS - malve - 42/44",66E,malve,4244,4046304207277,20.5,49.2,61082900,0.163,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-66E-4648,"Damen-Leggings, GOTS - malve - 46/48",66E,malve,4648,4046304207284,21.3,51.1,61082900,0.164,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-75-3436,"Damen-Leggings, GOTS - walnuss - 34/36",75,walnuss,3436,4046304157282,18.9,45.35,61082900,0.133,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-75-3840,"Damen-Leggings, GOTS - walnuss - 38/40",75,walnuss,3840,4046304157299,19.7,47.3,61082900,0.157,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-75-4244,"Damen-Leggings, GOTS - walnuss - 42/44",75,walnuss,4244,4046304157305,20.5,49.2,61082900,0.161,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701500-75-4648,"Damen-Leggings, GOTS - walnuss - 46/48",75,walnuss,4648,4046304157312,21.3,51.1,61082900,0.186,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701510-09-3436,"Damen-Leggings, mit Spitzenabschluss am Bein - schwarz - 34/36",9,schwarz,3436,4046304067284,17.7,42.5,61082900,0.135,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701510-09-3840,"Damen-Leggings, mit Spitzenabschluss am Bein - schwarz - 38/40",9,schwarz,3840,4046304067291,18.9,45.35,61082900,0.146,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701510-09-4244,"Damen-Leggings, mit Spitzenabschluss am Bein - schwarz - 42/44",9,schwarz,4244,4046304067307,20.1,48.25,61082900,0.15,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701510-09-4648,"Damen-Leggings, mit Spitzenabschluss am Bein - schwarz - 46/48",9,schwarz,4648,4046304067314,21.3,51.1,61082900,0.176,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701795-091-44,Herren-Hüftpants - hellgrau melange - 44,91,hellgrau melange,44,4046304177976,13.1,31.45,61071900,0.076,wird zum 31.07.2021 aus dem Sortiment genommen,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701795-091-4648,Herren-Hüftpants - hellgrau melange - 46/48,91,hellgrau melange,4648,4046304177822,13.35,32.05,61071900,0.081,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701795-091-5052,Herren-Hüftpants - hellgrau melange - 50/52,91,hellgrau melange,5052,4046304177839,13.6,32.65,61071900,0.091,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701795-091-5456,Herren-Hüftpants - hellgrau melange - 54/56,91,hellgrau melange,5456,4046304177846,13.85,33.25,61071900,0.095,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,Nein
701900-091-44,"Herren-Leggings, GOTS - hellgrau melange - 44",91,hellgrau melange,44,4046304177983,19.6,47.05,61071900,0.3,wird zum 31.07.2021 aus dem Sortiment genommen,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701900-091-4648,"Herren-Leggings, GOTS - hellgrau melange - 46/48",91,hellgrau melange,4648,4046304177990,20.65,49.55,61071900,0.32,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
701900-091-5052,"Herren-Leggings, GOTS - hellgrau melange - 50/52",91,hellgrau melange,5052,4046304178003,21.7,52.1,61071900,0.36,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
